order_id,product_name,pieces_sold,price_per_item,order_date,shop_id
417,"Wine - Magnotta, Merlot Sr Vqa",83,8406.07,2020-01-22,shop_4
418,Lamb Leg - Bone - In Nz,19,9062.95,2020-02-10,shop_1
419,Sauce - Alfredo,95,1041.26,2020-07-24,shop_2
420,Beef - Shank,,8838.81,2020-03-29,shop_4
421,"Lamb - Pieces, Diced",34,3161.38,2020-08-22,shop_2
422,"Cookies - Oreo, 4 Pack",32,9019.78,2020-06-28,shop_3
423,Paper - Brown Paper Mini Cups,77,943.31,2020-12-24,shop_1
424,Crawfish,9,2914.48,2020-09-26,shop_3
425,Chicken - Bones,47,4679.51,2020-03-21,shop_4
426,Longos - Grilled Veg Sandwiches,75,3898.83,2020-01-29,shop_4
427,Wine - Toasted Head,15,4420.99,2020-04-29,shop_3
428,Beef - Ground Lean Fresh,89,798.71,2020-10-17,shop_2
429,Bread - Italian Roll With Herbs,,911.48,2020-08-26,shop_4
430,V8 Splash Strawberry Kiwi,15,6.57,2020-08-29,shop_3
431,Propel Sport Drink,79,1643.24,2020-01-08,shop_3
432,Venison - Racks Frenched,55,2302.25,2020-05-28,shop_4
433,Mustard - Individual Pkg,91,3944.47,2020-10-13,shop_3
434,Cheese - Goat With Herbs,78,1474.46,2020-07-07,shop_2
435,Food Colouring - Blue,86,9648.04,2020-02-22,shop_1
436,Spice - Onion Powder Granulated,15,7383.21,2020-06-04,shop_3
437,"Yogurt - Cherry, 175 Gr",22,7249.78,2020-11-28,shop_4
438,Butter Ripple - Phillips,67,3057.14,2020-09-01,shop_4
439,Beef - Ox Tongue,97,4836.64,2020-05-02,shop_1
440,Soup Campbells - Tomato Bisque,37,6398.23,2020-01-26,shop_3
441,"Mushroom - Shitake, Dry",61,4658.75,2020-04-29,shop_1
442,Lamb - Sausage Casings,28,3093.63,2020-10-06,shop_2
443,"Pepsi, 355 Ml",33,1032.85,2020-07-10,shop_2
444,Milkettes - 2%,19,9295.09,2020-07-17,shop_1
445,Island Oasis - Sweet And Sour Mix,96,3200.28,2020-04-09,shop_4
446,Wasabi Powder,100,9466.86,2020-04-21,shop_3
447,Campari,49,152.67,2020-08-20,
448,Garam Masala Powder,54,4199.64,2020-06-04,shop_3
449,Wine - Champagne Brut Veuve,57,195.22,2020-04-21,shop_1
450,Squid U5 - Thailand,51,8324.63,2020-07-01,shop_3
451,Flavouring Vanilla Artificial,32,1910.29,2020-07-12,shop_3
452,Lobster - Base,17,9692.75,2020-09-29,shop_2
453,Scallops 60/80 Iqf,44,3191.4,2020-06-08,shop_3
454,Tea - Camomele,42,75.38,2020-05-10,shop_4
455,Lettuce - Boston Bib,65,6970.46,2020-12-02,shop_3
456,Longan,50,7239.63,2020-02-07,shop_1
457,Appetizer - Veg Assortment,71,7357.56,2020-09-02,shop_4
458,Clam Nectar,,9086.51,2020-03-27,shop_1
459,Coffee - Hazelnut Cream,65,8052.38,2020-09-07,shop_1
460,"Beef - Baby, Liver",46,187.17,2020-09-11,shop_3
461,Shrimp - 150 - 250,14,4278.3,2020-09-06,shop_2
462,Turnip - White,9,4558.15,2020-12-03,shop_3
463,Smoked Paprika,98,3072.24,2020-03-18,shop_1
464,Soup - Campbells Broccoli,11,9588.74,2020-11-07,shop_3
465,Cookie Dough - Peanut Butter,100,7605.38,2020-08-03,shop_4
466,Longos - Chicken Curried,12,897.54,2020-08-05,shop_4
467,"Pasta - Orzo, Dry",11,2631.73,2020-02-12,shop_1
468,Oysters - Smoked,43,9336.19,2020-06-11,shop_2
469,Lettuce Romaine Chopped,89,8729.64,2020-03-13,shop_2
470,Appetizer - Cheese Bites,12,345.76,2020-04-06,shop_2
471,Pastry - Cherry Danish - Mini,12,2174.04,2020-11-04,shop_2
472,Kale - Red,19,6434.52,2020-03-04,shop_3
473,"Sauce - Bernaise, Mix",,1258.87,2020-09-02,shop_4
474,Veal - Ground,28,2994.19,2020-06-27,shop_3
475,Apples - Sliced / Wedge,12,2978.87,2020-07-17,shop_4
476,"Soup - Cream Of Broccoli, Dry",36,403.66,2020-09-01,shop_2
477,"Beef - Ox Tongue, Pickled",68,3544.78,2020-09-14,shop_4
478,Blue Curacao - Marie Brizard,37,5782.59,2020-03-16,shop_1
479,Tea - Jasmin Green,16,3283.33,2020-04-11,shop_4
480,Chinese Foods - Plain Fried Rice,94,8178.03,2020-08-01,shop_2
481,Mushroom - Chanterelle Frozen,39,4412.63,2020-06-07,shop_2
482,Wine - Valpolicella Masi,,9985.53,2020-10-31,shop_2
483,Clams - Canned,82,1795.6,2020-07-09,shop_4
484,Bouillion - Fish,43,2476.03,2020-07-02,shop_2
485,Pastry - Raisin Muffin - Mini,85,2598.8,2020-01-23,shop_1
486,"Cod - Salted, Boneless",61,5071.17,2020-10-25,shop_1
487,Pepper - Cayenne,27,9434.62,2020-04-29,shop_3
488,Chicken - Livers,71,3622.74,2020-05-15,shop_4
489,Lamb Tenderloin Nz Fr,98,6701.5,2020-06-07,shop_4
490,Everfresh Products,45,6987.57,2020-09-14,shop_2
491,Chocolate Bar - Reese Pieces,78,903.52,2020-02-16,shop_1
492,Pork - Side Ribs,,7937.35,2020-12-28,shop_3
493,Bay Leaf Fresh,7,2180.56,2020-03-25,shop_2
494,"Red Snapper - Fresh, Whole",74,4793.83,2020-06-01,shop_1
495,Chips - Doritos,19,5347.84,2020-04-02,shop_3
496,"Rum - Spiced, Captain Morgan",32,4247.28,2020-03-09,shop_2
497,Lettuce - Arugula,95,1513.88,2020-03-05,shop_2
498,Tea - Orange Pekoe,61,3035.27,2020-04-20,shop_1
499,Pepper - Chilli Seeds Mild,78,790.37,2020-09-11,shop_3
500,Beans - Kidney White,76,5559.62,2020-06-19,shop_1
501,Yogurt - Plain,70,4834.55,2020-09-29,shop_2
502,Container - Foam Dixie 12 Oz,37,1344.91,2020-12-18,shop_4
503,Mince Meat - Filling,20,7453.18,2020-12-02,shop_3
504,"Bread - Dark Rye, Loaf",19,8227.13,2020-05-07,shop_3
505,Salami - Genova,96,8314.33,2020-08-15,shop_3
506,Broom Handle,74,3025.39,2020-10-11,shop_3
507,Five Alive Citrus,68,7122.65,2020-07-24,shop_3
508,Beer - Moosehead,11,8563.8,2020-09-04,shop_4
509,Ice Cream Bar - Hagen Daz,42,9431.86,2020-07-13,shop_2
510,Fuji Apples,63,2153.12,2020-10-15,shop_1
511,Aspic - Clear,8,3458.98,2020-01-29,shop_2
512,Salt - Kosher,92,6726.47,2021-01-04,shop_1
513,"Sprite, Diet - 355ml",17,3281.71,2020-08-13,shop_3
514,"Sugar - Brown, Individual",,3983.59,2020-11-14,shop_4
515,"Chicken - Diced, Cooked",66,5492.87,2020-06-25,shop_2
516,Compound - Rum,94,1321.81,2021-01-06,shop_2
517,Oven Mitt - 13 Inch,66,9025.54,2020-08-16,shop_3
518,Squid - Breaded,7,7403.11,2020-04-02,shop_1
519,Dasheen,32,9427.79,2020-05-02,
520,"Bread - Sticks, Thin, Plain",28,4541.6,2020-09-24,shop_2
521,Sunflower Seed Raw,19,7101.43,2020-12-16,shop_3
522,Wine - Alsace Gewurztraminer,98,8032.84,2020-05-26,shop_1
523,"Soup - Clam Chowder, Dry Mix",59,3759.05,2020-05-13,shop_1
524,"Asparagus - Green, Fresh",10,6730.46,2020-07-18,shop_2
525,"Noodles - Cellophane, Thin",94,5158.06,2020-07-15,shop_1
526,Chocolate - White,70,5453.91,2020-01-30,shop_2
527,Chips - Assorted,8,5239.89,2020-07-18,shop_4
528,Carrots - Jumbo,40,2593.02,2020-08-24,shop_3
529,Wine - Rubyport,20,4786.65,2020-03-12,shop_2
530,Wine - Barolo Fontanafredda,72,4086.87,2020-11-11,shop_3
531,Mahi Mahi,70,7886.06,2020-07-19,shop_2
532,Fudge - Chocolate Fudge,22,5013.07,2021-01-08,shop_2
533,Curry Paste - Green Masala,42,428.01,2020-08-19,shop_1
534,Pork - Belly Fresh,,1595.35,2020-12-30,shop_3
535,Tray - 12in Rnd Blk,92,1969.76,2020-07-29,shop_2
536,Pastry - Baked Cinnamon Stick,47,8020.08,2020-04-27,shop_2
537,Tea - Camomele,5,2463.8,2020-11-23,
538,Cookie Dough - Oatmeal Rasin,13,6477.16,2020-07-30,shop_1
539,Parsnip,41,4611.62,2020-04-13,shop_3
540,Duck - Breast,48,1952.94,2020-10-19,shop_4
541,Wooden Mop Handle,72,9909.46,2020-02-14,shop_3
542,Filo Dough,6,7779.09,2020-11-17,shop_1
543,Roe - Flying Fish,71,3797.8,2020-05-18,shop_4
544,Appetizer - Escargot Puff,87,4402.41,2020-04-05,shop_1
545,Pepper - Jalapeno,12,9844.89,2020-08-24,shop_4
546,Crab Brie In Phyllo,22,5926.09,2020-07-30,shop_1
547,French Kiss Vanilla,14,9439.81,2020-09-04,shop_3
548,Cake Slab,69,4958.91,2020-04-07,shop_4
549,Nut - Pumpkin Seeds,27,2024.41,2020-01-20,shop_2
550,"Marjoram - Dried, Rubbed",27,6351.6,2020-06-20,
551,"Wine - Red, Cooking",79,1263.31,2020-04-17,shop_2
552,Wine - Cave Springs Dry Riesling,17,7658.13,2020-12-08,shop_2
553,"Rice Pilaf, Dry,package",50,7231.29,2020-11-17,shop_2
554,Ham Black Forest,50,4876.18,2020-12-31,shop_1
555,Steampan - Lid For Half Size,10,3575.09,2020-04-30,shop_3
556,Soup Campbells Beef With Veg,84,2110.7,2020-11-11,shop_4
557,Muffin - Blueberry Individual,22,3366.07,2020-01-19,shop_1
558,Bread - Granary Small Pull,49,7883.9,2020-06-08,shop_3
559,Apple - Northern Spy,76,6025.76,2020-04-23,shop_4
560,Bread Bowl Plain,49,8699.26,2020-07-16,shop_3
561,Cinnamon - Ground,70,5697.43,2020-09-10,shop_1
562,Onions - Spanish,22,9646.4,2020-12-24,shop_3
563,Bols Melon Liqueur,93,6085.27,2020-02-14,shop_1
564,Chip - Potato Dill Pickle,62,4678.11,2020-09-09,shop_4
565,Marjoram - Fresh,,7322.64,2020-08-07,shop_4
566,Gatorade - Orange,7,4973.6,2020-11-15,shop_1
567,"Split Peas - Green, Dry",100,3854.31,2020-10-20,
568,Sole - Iqf,26,5322.57,2020-09-03,shop_2
569,Beef Flat Iron Steak,,3257.6,2020-12-07,
570,Sauce - Oyster,33,1395.65,2020-05-31,shop_1
571,Soup - Campbells Mac N Cheese,99,2962.78,2020-07-23,shop_3
572,Tomatoes - Grape,64,3887.7,2020-01-11,shop_1
573,Bread - Burger,78,4735.66,2021-01-01,shop_4
574,Flavouring - Rum,81,4744.9,2020-02-18,shop_1
575,Miso Paste White,43,9947.31,2020-12-19,shop_2
576,Island Oasis - Strawberry,69,5175.51,2020-05-15,shop_2
577,Russian Prince,56,1549.28,2020-01-09,shop_4
578,Filo Dough,45,6163.98,2020-10-06,shop_3
579,Lamb - Ground,100,7655.23,2020-01-20,shop_4
580,"Wine - White, French Cross",38,151.85,2020-04-19,shop_2
581,"Quail - Whole, Boneless",48,5186.86,2020-08-31,shop_1
582,Rum - Mount Gay Eclipes,75,5622.9,2020-10-29,shop_3
583,"Cherries - Maraschino,jar",89,3396.51,2020-10-17,shop_1
584,Horseradish - Prepared,26,8384.28,2020-11-17,shop_4
585,"Veal - Tenderloin, Untrimmed",21,20.72,2020-03-24,shop_1
586,Pancetta,26,562.28,2020-08-14,shop_3
587,Sauce - Cranberry,88,3172.75,2020-04-26,shop_3
588,Wine - Champagne Brut Veuve,37,2766.94,2020-10-01,shop_1
589,Easy Off Oven Cleaner,43,7574.91,2020-06-17,shop_1
590,Blouse / Shirt / Sweater,67,3926.72,2020-04-27,shop_2
591,Island Oasis - Lemonade,70,6375.59,2020-09-09,shop_3
592,Lemon Balm - Fresh,9,4211.63,2020-02-21,shop_2
593,"Syrup - Monin, Amaretta",63,3144.84,2020-05-22,shop_4
594,Bread - Rye,36,6496.91,2020-08-16,shop_4
595,Nantucket Apple Juice,26,3114.23,2020-02-16,shop_4
596,Soup - Chicken And Wild Rice,53,4540.45,2020-03-25,shop_2
597,Sausage - Chorizo,48,466.13,2020-10-19,shop_1
598,Corn Meal,84,4284.06,2020-04-25,shop_2
599,Crackers - Soda / Saltins,42,2833.87,2020-05-14,shop_3
600,Orange Roughy 4/6 Oz,36,4881.02,2020-04-08,shop_3
601,Chocolate Bar - Oh Henry,41,888.27,2020-11-10,shop_2
602,Cheese - Feta,55,7389.5,2020-09-01,shop_1
603,Lettuce - Lolla Rosa,33,6910.42,2020-05-15,shop_3
604,"Pasta - Cannelloni, Sheets, Fresh",8,2726.05,2020-05-14,shop_4
605,"Wine - Mas Chicet Rose, Vintage",55,8779.81,2020-11-30,shop_4
606,"Appetizer - Mini Egg Roll, Shrimp",42,2106.01,2020-08-08,shop_2
607,Yoghurt Tubes,94,2894.73,2020-01-20,shop_4
608,Parsley - Fresh,89,3459.77,2020-02-29,shop_4
609,Longos - Penne With Pesto,67,1943.38,2020-12-06,shop_3
610,Chicken - Tenderloin,78,961.13,2020-10-06,shop_3
611,Cake - Mini Cheesecake,57,9399.05,2020-07-29,shop_2
612,Cheese - Augre Des Champs,72,8770.83,2020-10-24,shop_3
613,Wine - Jaboulet Cotes Du Rhone,21,1091.48,2020-05-04,shop_2
614,Cookies - Assorted,53,839.78,2020-02-09,shop_1
615,"Wine - Magnotta, White",41,2791.38,2020-01-19,shop_2
616,"Bread - Roll, Soft White Round",59,9880.11,2020-11-18,shop_1
617,Canada Dry,58,8035.9,2020-05-14,shop_4
618,Pastry - Baked Cinnamon Stick,77,2659.69,2020-03-11,shop_4
619,"Oregano - Dry, Rubbed",33,1148.21,2020-12-24,shop_2
620,Worcestershire Sauce,88,3264.66,2020-06-12,shop_2
621,Peach - Halves,82,140.92,2020-08-24,shop_4
622,Wine - Jackson Triggs Okonagan,89,459.44,2020-10-01,shop_2
623,Cumin - Whole,58,6384.5,2020-01-26,shop_4
624,Sugar - Fine,80,4297.37,2020-07-21,shop_4
625,Red Pepper Paste,48,2550.82,2020-05-29,shop_2
626,Wine - Tribal Sauvignon,56,3676.76,2020-06-02,shop_1
627,"Lemonade - Kiwi, 591 Ml",100,4124.54,2020-08-14,shop_1
628,Ecolab - Mikroklene 4/4 L,37,19.37,2020-04-15,shop_3
629,Assorted Desserts,1,4470.12,2020-03-27,shop_3
630,"Wine - White, Cooking",96,1288.99,2020-12-29,shop_4
631,Wine - Chateau Bonnet,4,7096.86,2020-10-19,shop_2
632,External Supplier,10,3925.93,2020-08-24,shop_1
633,Wine - Muscadet Sur Lie,73,3217.28,2020-09-19,shop_4
634,Apple - Northern Spy,55,7136.41,2020-06-29,shop_4
635,Squeeze Bottle,44,672.97,2020-12-07,shop_1
636,Table Cloth 54x72 Colour,63,5766.24,2020-04-14,shop_1
637,Cookies - Englishbay Chochip,100,1606.13,2021-01-06,shop_2
638,"Beans - Black Bean, Dry",,6894.32,2020-04-11,shop_2
639,Muffin - Mix - Strawberry Rhubarb,39,3633.05,2020-10-22,shop_2
640,"Tomatoes - Plum, Canned",94,5293.95,2020-09-20,shop_3
641,Scallops - In Shell,,2836.08,2021-01-04,shop_2
642,Coffee - Hazelnut Cream,47,4964.28,2020-01-22,shop_1
643,"Juice - Orange, Concentrate",74,3398.47,2020-07-23,shop_3
644,Creme De Cacao White,72,5540.38,2020-11-16,shop_4
645,Nantucket Orange Juice,73,5529.19,2020-01-07,shop_3
646,Butter Ripple - Phillips,42,3313.67,2020-09-01,shop_2
647,"Napkin - Dinner, White",2,3211.91,2020-08-31,shop_2
648,Longos - Assorted Sandwich,66,443.68,2020-04-11,shop_3
649,"Turkey - Whole, Fresh",39,4961.72,2020-01-25,shop_4
650,"Pasta - Fusili, Dry",86,7535.66,2020-06-28,shop_1
651,Bread - Triangle White,94,6675.72,2020-01-12,shop_2
652,Shrimp - 150 - 250,34,2999.39,2020-11-27,shop_1
653,Mousse - Passion Fruit,74,2248.5,2020-03-13,shop_4
654,"Coffee - Beans, Whole",79,630.85,2020-07-09,shop_1
655,Irish Cream - Butterscotch,59,8194.9,2021-01-07,shop_1
656,Vinegar - Tarragon,86,2662.36,2020-07-05,shop_1
657,Versatainer Nc - 888,8,5588.3,2020-07-03,shop_3
658,Foil - Round Foil,89,3588.09,2020-11-30,shop_3
659,"Juice - Orange, Concentrate",22,3405.14,2020-08-08,shop_3
660,"Soup - Campbells, Minestrone",30,7808.01,2020-10-28,shop_3
661,Longos - Burritos,31,9601.19,2020-02-24,shop_3
662,"Liners - Banana, Paper",22,4815.98,2020-06-22,shop_4
663,Pastry - Plain Baked Croissant,64,2902.43,2020-11-13,shop_4
664,Cheese - Roquefort Pappillon,59,7275.16,2020-11-09,shop_1
665,Soup Bowl Clear 8oz92008,8,3163.95,2020-04-27,shop_3
666,Bread - Multigrain,8,5210.77,2020-03-27,
667,Wine - Bouchard La Vignee Pinot,87,3679.58,2020-05-28,shop_1
668,"Lamb - Whole, Fresh",4,8371.91,2020-09-28,shop_3
669,Wine - Chenin Blanc K.w.v.,48,1559.09,2020-01-12,shop_2
670,"Shrimp - 16/20, Iqf, Shell On",73,1169.19,2020-09-04,shop_4
671,Calypso - Lemonade,35,5374.96,2020-07-14,shop_2
672,Myers Planters Punch,31,9018.79,2020-07-04,
673,"Nut - Pistachio, Shelled",,7558.53,2020-07-11,shop_1
674,Muffin Mix - Raisin Bran,53,9196.45,2020-10-05,shop_2
675,Flour - Teff,82,9012.17,2020-04-20,shop_2
676,Lamb - Bones,6,9811.97,2020-03-13,shop_2
677,Remy Red Berry Infusion,96,7011.82,2020-02-23,shop_4
678,Cabbage - Nappa,57,2637.11,2020-02-25,shop_4
679,Cheese - Bakers Cream Cheese,58,8862.7,2020-05-13,shop_4
680,Vaccum Bag 10x13,36,3439.97,2020-06-25,shop_2
681,Steam Pan - Half Size Deep,82,2932.25,2020-12-09,shop_1
682,Kellogs All Bran Bars,58,4153.69,2020-10-25,shop_1
683,Sausage - Meat,76,9614.59,2020-05-03,shop_1
684,Ecolab Crystal Fusion,40,557.75,2020-12-09,shop_4
685,Wine - Cousino Macul Antiguas,91,3596.74,2020-04-07,shop_4
686,"Wine - White, Colubia Cresh",98,8733.97,2020-12-15,shop_4
687,Orange - Tangerine,84,6768.75,2020-08-29,shop_3
688,Wine - Beaujolais Villages,10,9999.2,2020-01-23,shop_4
689,Pepper - Sorrano,52,9537.74,2020-11-05,shop_3
690,Gelatine Powder,31,5195.53,2020-07-19,shop_3
691,Basil - Seedlings Cookstown,88,2717.35,2020-11-12,
692,Sunflower Seed Raw,96,7931.63,2020-11-01,shop_4
693,Lettuce - Boston Bib - Organic,51,9173.0,2020-10-13,shop_4
694,Potatoes - Pei 10 Oz,17,6968.25,2020-04-27,shop_3
695,Pasta - Ravioli,75,6947.88,2020-11-09,shop_1
696,Skirt - 29 Foot,32,3698.07,2020-03-22,shop_1
697,Wine - Sicilia Igt Nero Avola,92,9400.58,2020-06-30,shop_2
698,Ice Cream - Fudge Bars,67,1715.5,2020-08-24,shop_1
699,Spice - Pepper Portions,97,2836.98,2020-10-27,shop_3
700,Pineapple - Regular,35,1366.95,2020-08-31,shop_4
701,Worcestershire Sauce,65,4345.47,2020-09-26,shop_3
702,Waffle Stix,42,8106.28,2020-12-17,shop_4
703,Apple - Custard,35,6823.24,2020-06-11,shop_1
704,Onions - Green,48,4460.23,2020-10-28,shop_4
705,Strawberries - California,9,3312.58,2020-09-26,shop_3
706,Napkin White,95,4824.03,2020-05-21,shop_4
707,Corn - Mini,36,6219.78,2020-11-24,shop_2
708,Soho Lychee Liqueur,92,9761.24,2020-06-26,shop_3
709,"Sprite, Diet - 355ml",28,8161.85,2020-02-23,shop_1
710,Carbonated Water - Lemon Lime,17,7695.42,2020-07-09,shop_2
711,Oats Large Flake,35,3236.6,2020-07-10,shop_4
712,Okra,1,8244.04,2020-08-18,shop_4
713,Aromat Spice / Seasoning,10,1350.33,2020-08-19,shop_3
714,Spaghetti Squash,10,8767.8,2020-03-30,shop_3
715,Liqueur - Melon,56,3936.58,2020-12-16,shop_3
716,Muffin Batt - Choc Chk,9,4961.76,2020-01-23,shop_1
717,Vinegar - Raspberry,91,2261.38,2020-06-08,shop_1
718,"Veal - Inside Round / Top, Lean",36,7291.26,2020-11-30,shop_1
719,Basil - Fresh,40,1185.05,2020-07-07,shop_1
720,"Doilies - 12, Paper",66,6631.45,2020-02-04,shop_2
721,Puree - Mocha,34,3582.18,2020-04-10,shop_3
722,Coffee - Hazelnut Cream,42,6245.03,2020-09-14,shop_4
723,Wine - Cabernet Sauvignon,66,5836.6,2020-04-27,shop_1
724,Haggis,48,3675.24,2020-03-03,shop_3
725,Sambuca - Opal Nera,80,350.09,2020-04-24,shop_3
726,Marzipan 50/50,,514.62,2020-04-11,shop_2
727,Lettuce - Escarole,83,6427.0,2020-09-06,shop_2
728,"Crush - Orange, 355ml",61,5743.45,2020-06-19,shop_1
729,Chutney Sauce,27,8840.25,2020-05-04,shop_2
730,"Tart Shells - Savory, 4",50,9739.27,2020-06-04,shop_1
731,"Tortillas - Flour, 8",93,6009.42,2020-01-16,shop_2
732,"Fish - Atlantic Salmon, Cold",95,9941.43,2020-02-15,shop_4
733,Beans - Fine,80,5485.65,2020-02-03,shop_2
734,Arrowroot,18,3417.4,2020-04-07,shop_3
735,Longos - Grilled Chicken With,23,2368.33,2020-04-13,shop_4
736,Sea Bass - Whole,57,928.47,2020-09-15,shop_2
737,Pate Pans Yellow,12,5639.29,2021-01-06,shop_2
738,Muffin Batt - Choc Chk,17,9367.67,2020-10-20,shop_3
739,Cup - 8oz Coffee Perforated,26,1445.13,2020-02-24,shop_1
740,Cheese - Bakers Cream Cheese,5,1352.63,2020-03-11,shop_1
741,"Pepper - Black, Whole",76,4173.31,2020-01-27,shop_1
742,Mix - Cocktail Ice Cream,68,3103.24,2020-03-04,shop_1
743,Plastic Wrap,70,6475.89,2020-05-19,shop_3
744,Jolt Cola,57,9655.5,2020-12-20,shop_2
745,Sage Ground Wiberg,37,5672.83,2020-09-15,shop_2
746,"Juice - Tomato, 48 Oz",86,4260.82,2020-05-19,shop_2
747,Beer - Muskoka Cream Ale,45,5971.51,2020-06-11,shop_1
748,Extract - Lemon,10,8873.16,2020-02-06,shop_1
749,"Chicken - Breast, 5 - 7 Oz",43,7274.0,2020-03-22,shop_4
750,Creme De Menth - White,88,5537.99,2020-10-11,shop_4
751,Juice - Propel Sport,25,3262.29,2020-12-11,shop_1
752,"Fish - Scallops, Cold Smoked",76,7301.51,2020-12-24,shop_4
753,Greens Mustard,78,1848.74,2020-03-02,shop_2
754,Relish,76,4041.13,2020-04-06,shop_4
755,Bacon Strip Precooked,,4118.82,2020-10-13,shop_1
756,Grand Marnier,,6860.87,2020-10-25,shop_1
757,"Crush - Grape, 355 Ml",44,1049.53,2020-03-11,shop_1
758,Cookies Cereal Nut,76,3294.74,2020-11-23,shop_2
759,Triple Sec - Mcguinness,81,4019.06,2020-09-16,shop_3
760,"Lemonade - Kiwi, 591 Ml",92,2588.92,2020-11-25,shop_3
761,Wine - Casillero Del Diablo,91,5926.46,2020-06-11,shop_3
762,Tomato Paste,33,6025.79,2020-07-22,shop_4
763,"Bar Mix - Pina Colada, 355 Ml",55,5717.16,2020-08-29,shop_2
764,Wine - Sawmill Creek Autumn,19,1931.45,2020-01-23,shop_4
765,Wine - Pinot Noir Stoneleigh,37,5003.09,2020-12-24,shop_1
766,Bread - Dark Rye,63,3318.27,2020-03-05,shop_1
767,Beef - Texas Style Burger,64,1533.82,2020-02-27,shop_2
768,Lamb Tenderloin Nz Fr,27,9961.13,2020-06-27,shop_1
769,Wine - Semi Dry Riesling Vineland,84,4729.89,2020-11-24,shop_1
770,Sole - Iqf,88,4247.16,2020-06-01,shop_4
771,Oil - Pumpkinseed,29,3647.23,2020-08-02,shop_2
772,Extract - Rum,61,7474.76,2020-02-26,shop_3
773,Pumpkin - Seed,61,6060.93,2020-02-15,shop_2
774,Calypso - Pineapple Passion,56,1647.66,2020-08-01,shop_2
775,Milk - Buttermilk,97,6201.52,2020-07-09,shop_1
776,Kiwi,49,6304.14,2020-11-02,shop_1
777,Bread - Sour Sticks With Onion,42,3196.84,2020-08-14,shop_1
778,"Sugar - Brown, Individual",39,7402.95,2021-01-07,shop_4
779,Spice - Greek 1 Step,22,6349.49,2020-08-04,shop_2
780,Olives - Stuffed,29,2829.1,2020-10-12,shop_4
781,Onions - Cooking,82,3362.99,2020-02-07,shop_4
782,Curry Paste - Green Masala,52,100.61,2020-07-14,shop_3
783,Cookie Dough - Oatmeal Rasin,68,5407.88,2020-02-28,shop_4
784,"Bread - White, Unsliced",38,319.1,2020-12-22,shop_3
785,"Soup - Campbells, Chix Gumbo",5,744.51,2020-12-20,shop_3
786,Gelatine Leaves - Bulk,,3571.6,2020-06-15,
787,Garbage Bag - Clear,77,7267.88,2020-11-28,shop_4
788,"Juice - Tomato, 10 Oz",95,1253.72,2020-04-07,shop_2
789,Chips Potato All Dressed - 43g,21,3247.16,2020-10-13,shop_3
790,Chocolate Bar - Oh Henry,85,269.46,2020-12-28,shop_1
791,"Chicken - White Meat, No Tender",4,5753.25,2020-11-03,shop_3
792,"Juice - V8, Tomato",37,7719.92,2020-10-19,shop_2
793,Cookies Oatmeal Raisin,29,40.09,2020-09-30,shop_3
794,Beets - Golden,19,5450.64,2020-10-13,shop_1
795,Durian Fruit,6,9725.08,2020-04-10,shop_2
796,"Cheese - Brie, Triple Creme",23,8426.72,2020-11-17,
797,Gatorade - Orange,34,4848.57,2020-05-01,shop_4
798,Jerusalem Artichoke,18,7380.02,2020-12-15,shop_1
799,Longos - Lasagna Beef,80,6634.95,2020-05-14,shop_1
800,Stock - Fish,46,7329.28,2020-08-18,shop_3
801,Table Cloth 62x114 White,75,6455.09,2020-05-06,shop_4
802,Compound - Passion Fruit,7,4835.77,2020-02-29,shop_3
803,Cheese - Mozzarella,78,4281.96,2020-03-13,shop_3
804,Napkin Colour,62,5894.17,2020-09-26,shop_3
805,Daikon Radish,7,9031.37,2020-03-31,shop_1
806,"Pasta - Canelloni, Single Serve",48,6506.96,2020-12-02,shop_1
807,"Bread - Rolls, Corn",52,2842.97,2020-02-05,shop_4
808,Sausage - Breakfast,46,4231.7,2020-03-29,shop_1
809,"Turkey - Breast, Smoked",79,4902.22,2020-05-21,shop_4
810,Shark - Loin,64,5604.84,2020-06-27,shop_1
811,"Pasta - Fusili, Dry",35,2556.23,2020-04-02,shop_4
812,Wine - Maipo Valle Cabernet,21,6970.07,2020-06-08,shop_2
813,"Turkey - Breast, Smoked",80,5919.5,2020-08-15,shop_4
814,Drambuie,3,5912.53,2020-02-09,shop_3
815,Pastry - Carrot Muffin - Mini,14,7160.46,2020-02-18,shop_4
816,Bagel - Everything,70,1019.77,2020-12-09,shop_1
817,Soup - Cream Of Broccoli,68,5730.14,2020-04-17,shop_4
818,Carbonated Water - Wildberry,98,9686.08,2020-04-14,shop_4
819,Gooseberry,72,7458.35,2020-09-02,shop_3
820,"Veal - Insides, Grains",10,3835.92,2020-03-26,shop_2
821,Appetizer - Southwestern,2,1795.44,2020-01-09,shop_2
822,Cheese - Gorgonzola,96,5492.17,2020-09-18,shop_3
823,"Split Peas - Yellow, Dry",96,574.79,2020-08-03,shop_1
824,Sprouts - Bean,92,1568.67,2020-08-09,shop_1
825,Watercress,13,6421.1,2020-04-16,shop_2
826,Pepper - Yellow Bell,4,7361.59,2020-10-30,shop_2
827,"Cheese - Mozzarella, Shredded",36,4283.33,2020-10-19,shop_4
828,Pomello,87,6023.17,2020-04-28,shop_2
829,Irish Cream - Baileys,76,6676.8,2020-03-07,shop_3
830,Beef - Striploin Aa,29,3933.82,2020-01-24,shop_3
831,Sauce - Demi Glace,70,9641.53,2020-05-26,shop_2
